time,open,high,low,close,volume
2021-03-10 04:30:00,376.24543268887214,376.42990955969066,375.9153161831969,376.33281646978617,13645
2021-03-10 05:00:00,376.3133978518052,376.70177021142325,376.3133978518052,376.66293297546144,8082
2021-03-10 05:30:00,376.5755491945474,376.8668284642608,376.5270026495952,376.5658398855569,39114
2021-03-10 06:00:00,376.5270026495952,376.5270026495952,375.8764789472351,375.9347348011778,68036
2021-03-10 06:30:00,375.9153161831969,376.24543268887214,375.1579900819419,375.3230483347795,76511
2021-03-10 07:00:00,375.3036297167986,375.9250254921873,375.2550831718464,375.9250254921873,22053
2021-03-10 07:30:00,375.8861882562255,376.3910723237289,375.6822927674261,376.24543268887214,65785
2021-03-10 08:00:00,376.22601407089127,376.371653705748,375.7502579303593,376.0415372000728,55494
2021-03-10 08:30:00,375.73074221928846,376.4007816327193,374.5463036155437,375.8473510202638,211347
2021-03-10 09:00:00,375.895897565216,377.75037558239165,375.8473510202638,377.6727011104681,812758
2021-03-10 09:30:00,377.6824104194585,378.4008992847517,377.4396776946973,378.34264343080906,667927
2021-03-10 10:00:00,378.36206204878994,379.5563070546151,377.9154338352293,378.97374851518816,15503273
2021-03-10 10:30:00,378.97374851518816,379.4592139647106,377.13868911599343,377.2017996244313,10653522
2021-03-10 11:00:00,377.2066542789265,378.3523527397994,376.8864412684216,378.0319455431147,9972776
2021-03-10 11:30:00,378.0319455431147,378.7018878634556,377.7406662734013,378.5611028830941,7781866
2021-03-10 12:00:00,378.5611028830941,379.20677193095895,377.7697942003725,378.7649983718936,5994191
2021-03-10 12:30:00,378.7698530263888,378.97374851518816,378.0902013970574,378.2212770684285,4410305
2021-03-10 13:00:00,378.22516079202455,378.97374851518816,377.7212476554203,378.8955885778151,4855040
2021-03-10 13:30:00,378.8960740432646,379.3718301837966,377.585317329554,379.0320043691309,7516688
2021-03-10 14:00:00,379.01258575115,379.2747370938921,377.8960152172484,378.5370237967978,5292270
2021-03-10 14:30:00,378.536829610618,379.3232836388443,378.15816655999055,379.0222950601405,6632080
2021-03-10 15:00:00,379.0222950601405,380.0223538861566,378.8766554252837,379.4543593102154,4473562
2021-03-10 15:30:00,379.4592139647106,379.76991185240496,378.7018878634556,378.7407250994174,6749774
2021-03-10 16:00:00,378.73587044492217,379.0708416050927,378.0416548521051,378.1969067028624,11475430
2021-03-10 16:30:00,378.1970037959523,379.1290974590354,378.07078277907647,378.9543298972073,4123724
2021-03-10 17:00:00,378.9543298972073,379.2261905489398,378.255259649895,379.1873533129781,217872
2021-03-10 17:30:00,379.0805509140831,379.1970626219685,378.255259649895,379.099969532064,60505
2021-03-10 18:00:00,379.099969532064,379.14851607701627,379.0417136781213,379.1193881500449,84452
2021-03-10 18:30:00,379.1388067680258,379.2553184759112,378.8572368073028,378.9349112792264,109091
2021-03-10 19:00:00,378.8766554252837,378.8766554252837,378.4688644476849,378.48828306566577,58325
2021-03-10 19:30:00,378.48828306566577,378.6727599364843,378.1872944869618,378.2649689588854,63914
2021-03-10 20:00:00,378.2843875768663,378.41060859374215,377.7892128183535,378.07078277907647,88529
2021-03-11 04:30:00,380.6049124255834,381.2263082009721,380.1388655940418,381.14863372904847,45754
2021-03-11 05:00:00,380.8670637683255,381.0321220211631,380.8476451503446,380.8476451503446,4808
2021-03-11 05:30:00,380.8961916952968,380.96415685823,380.68258689750695,380.8476451503446,20630
2021-03-11 06:00:00,380.7893892964019,381.2554361279434,380.75055206044,381.10979649308666,17267
2021-03-11 06:30:00,381.0903778751058,381.0903778751058,380.6534589705356,380.69229620649736,15746
2021-03-11 07:00:00,380.6728775885165,380.8767730773159,380.5563658806311,380.6049124255834,17060
2021-03-11 07:30:00,380.58549380760246,380.8088079143828,380.3524703918317,380.75055206044,189462
2021-03-11 08:00:00,380.7990986053923,381.0903778751058,380.56607518962153,380.8282265323637,130863
2021-03-11 08:30:00,380.97425453958,381.051540639144,380.32334246486033,380.7311334424592,136329
2021-03-11 09:00:00,380.7117148244783,380.7990986053923,380.1971214479845,380.4689820997171,129959
2021-03-11 09:30:00,380.4398541727457,380.8864823863064,380.34276108284126,380.8282265323637,200226
2021-03-11 10:00:00,380.8282265323637,381.56127936114257,380.3524703918317,381.5263258487769,8849533
2021-03-11 10:30:00,381.527296779676,381.81857604938943,380.57578449861205,381.5467153976569,6054701
2021-03-11 11:00:00,381.5418607431616,382.6827045495393,381.4981688527046,382.59532076862536,6931325
2021-03-11 11:30:00,382.59532076862536,383.54683304968927,382.59532076862536,383.31332416846897,6366353
2021-03-11 12:00:00,383.2992456704328,383.7604378474791,383.1536060355761,383.3429375608898,4699588
2021-03-11 12:30:00,383.3429375608898,383.9157867913264,383.22642585300446,383.46915857776565,3812657
2021-03-11 13:00:00,383.47877079366623,383.6633447575746,383.0710769091573,383.4351759962992,3169480
2021-03-11 13:30:00,383.43216611051207,384.1488102070971,383.2167165440141,383.3380829063946,4898960
2021-03-11 14:00:00,383.3575015243755,383.5856702856511,382.9060186563197,383.1002048361286,3900281
2021-03-11 14:30:00,383.0904955271382,383.64878079408896,383.0904955271382,383.4710033464739,4196053
2021-03-11 15:00:00,383.4788678867561,383.5565423586797,382.60503007761577,382.61473938660623,4365503
2021-03-11 15:30:00,382.61473938660623,382.7895069484343,382.3428787348737,382.6827045495393,4965361
2021-03-11 16:00:00,382.6729952405489,382.6924138585298,381.8477039763608,382.0613087741506,14773475
2021-03-11 16:30:00,382.0515994651602,382.1584018640552,381.8671225943417,381.9642156842461,5621266
2021-03-11 17:00:00,382.0224715381888,382.090436701122,381.72148295948494,381.9350877572748,333838
2021-03-11 17:30:00,381.9739249932366,382.0127622291984,381.8671225943417,381.9642156842461,37044
2021-03-11 18:00:00,381.9642156842461,382.1486925550647,381.94479706626527,382.1389832460743,456430
2021-03-11 18:30:00,382.1001460101125,382.6438673135776,382.0515994651602,382.6438673135776,109532
2021-03-11 19:00:00,382.6827045495393,382.9060186563197,382.4690997517495,382.5079369877113,94716
2021-03-11 19:30:00,382.4593904427591,382.8963093473293,382.39142527982585,382.546871316763,50750
2021-03-11 20:00:00,382.5467742236731,382.83805349338655,382.4108438978068,382.566192841654,45484
2021-03-12 04:30:00,383.0322396731957,383.0322396731957,379.5563070546152,379.75049323442414,33007
2021-03-12 05:00:00,379.8184583973572,379.9835166501949,379.6534001445196,379.8767142512999,12380
2021-03-12 05:30:00,379.85729563331904,379.8767142512999,379.51746981865335,379.5854349815865,22762
2021-03-12 06:00:00,379.6339815265387,380.3136331558701,379.6339815265387,379.9835166501949,40759
2021-03-12 06:30:00,379.9252607962522,380.14857490303245,379.6242722175483,379.7990397793764,21098
2021-03-12 07:00:00,379.9252607962522,380.333051773851,379.8670049423095,379.9252607962522,28386
2021-03-12 07:30:00,379.97380734120446,380.7990986053925,379.9155514872618,380.3913076277937,171004
2021-03-12 08:00:00,380.3621797008224,381.1874709650105,380.3136331558701,381.1292151110678,123974
2021-03-12 08:30:00,381.1292151110678,382.5953207686255,379.8569072609594,381.002994094192,214989
2021-03-12 09:00:00,381.0321220211633,381.2457268189532,380.5175286446696,380.5952031165932,170022
2021-03-12 09:30:00,380.52723795366,380.72103576110936,380.158284212023,380.7020055154881,350216
2021-03-12 10:00:00,380.6728775885167,381.4884595437144,379.90584217827126,381.43991299876217,11853198
2021-03-12 10:30:00,381.43020368977176,381.6633241986324,379.90584217827126,380.32334246486056,7972634
2021-03-12 11:00:00,380.3136331558701,381.17776165602,380.0660457766137,380.4786914087077,4378515
2021-03-12 11:30:00,380.4495634817364,380.82725560146486,379.8281677063477,380.81172070708016,3260627
2021-03-12 12:00:00,380.808807914383,381.3039826728959,380.4689820997173,381.03697667565854,2800489
2021-03-12 12:30:00,381.04183133015374,381.57584332462847,380.6728775885167,381.57584332462847,3036862
2021-03-12 13:00:00,381.57584332462847,381.83799466737054,380.9835754762111,381.1389244200583,2410679
2021-03-12 13:30:00,381.1292151110678,382.1805390885536,380.8572573662453,381.6243898695807,1863903
2021-03-12 14:00:00,381.6195352150855,382.1805390885536,381.19718027400097,381.3330135067773,2392441
2021-03-12 14:30:00,381.3331105998672,381.7214829594852,381.21659889198185,381.57584332462847,3326333
2021-03-12 15:00:00,381.5952619426093,382.0614058672408,381.3913664538099,381.93605868817406,3194400
2021-03-12 15:30:00,381.9545063752559,382.129371030174,381.3913664538099,381.9933436112177,2896374
2021-03-12 16:00:00,381.9933436112177,382.7506697124727,381.9836343022273,382.6341580045873,6991189
2021-03-12 16:30:00,382.6341580045873,383.0710769091575,382.5467742236733,382.7021231675205,4925722
2021-03-12 17:00:00,382.7021231675205,382.7021231675205,382.47880906074016,382.62444869559687,277585
2021-03-12 17:30:00,382.5856114596351,382.72154178550136,382.23607633597896,382.6632859315587,117759
2021-03-12 18:00:00,382.6147393866064,382.6438673135778,382.5856114596351,382.5953207686255,16417
2021-03-12 18:30:00,382.605030077616,382.6438673135778,382.5079369877115,382.5467742236733,6145
2021-03-12 19:00:00,382.5467742236733,382.7312510944918,382.5467742236733,382.6827045495396,7119
2021-03-12 19:30:00,382.72154178550136,382.72154178550136,382.62444869559687,382.6438673135778,10495
2021-03-12 20:00:00,382.6438673135778,382.6438673135778,382.5370649146829,382.5953207686255,20717
2021-03-15 04:30:00,382.4108438978066,383.1293327630998,382.3331694258829,382.9448558922813,11073
2021-03-15 05:00:00,383.19729792603295,383.5177051227177,382.9448558922813,383.3914841058418,6474
2021-03-15 05:30:00,383.5371237406986,383.8089843924312,383.5177051227177,383.6633447575744,8442
2021-03-15 06:00:00,383.7604378474789,383.9546240272879,383.741019229498,383.741019229498,8096
2021-03-15 06:30:00,383.653635448584,383.7313099205076,383.41090272382274,383.5371237406986,11449
2021-03-15 07:00:00,383.41090272382274,383.4982865047368,383.090495527138,383.3623561788705,28250
2021-03-15 07:30:00,383.34293756088965,383.44973995978455,383.0613676001666,383.0710769091571,53557
2021-03-15 08:00:00,383.1293327630998,383.1390420720902,382.8866000383386,382.97398381925257,43117
2021-03-15 08:30:00,383.197200832943,383.7017936211766,381.9642156842459,382.3622973528544,131809
2021-03-15 09:00:00,382.4496811337684,382.4690997517493,382.08072739213134,382.3720066618448,179344
2021-03-15 09:30:00,382.40113458881615,382.9448558922813,382.31375080790207,382.9060186563195,181289
2021-03-15 10:00:00,382.86718142035767,383.20215258052815,382.226367026988,382.53609398378336,8748624
2021-03-15 10:30:00,382.527355605692,382.6729952405487,381.9157662323836,382.15840186405495,4086374
2021-03-15 11:00:00,382.1486925550644,382.5322102601872,381.8962505213128,382.4982276787206,3968023
2021-03-15 11:30:00,382.4982276787206,382.7118324765105,381.4496223077522,381.5661340156376,6473315
2021-03-15 12:00:00,381.5661340156376,381.7797388134274,380.6340403525545,381.6486631420564,6272654
2021-03-15 12:30:00,381.6438084875612,382.2166577179976,381.5467153976567,382.16325651855016,3490582
2021-03-15 13:00:00,382.16607221815735,382.72154178550096,382.0822808815698,382.701152236621,2713495
2021-03-15 13:30:00,382.7021231675201,382.778438336185,382.4302625157875,382.7069778220153,3464942
2021-03-15 14:00:00,382.7039679362282,383.1874915239525,382.6390126590821,383.177879308052,1937026
2021-03-15 14:30:00,383.1866176861434,383.8089843924312,383.17885023895104,383.8089843924312,3373828
2021-03-15 15:00:00,383.8103436956898,384.01287988123056,383.5371237406986,383.741019229498,3298417
2021-03-15 15:30:00,383.741019229498,383.8720949008691,383.1196234541093,383.2555537799756,4004679
2021-03-15 16:00:00,383.2555537799756,385.1537236876083,383.0322396731953,384.94497354431365,12639977
2021-03-15 16:30:00,384.974101471285,385.1974155780653,384.779915291476,384.8478804544092,5017659
2021-03-15 17:00:00,384.8381711454188,384.9740043781951,384.7993339094569,384.8575897633996,263310
2021-03-15 17:30:00,384.89642699936144,385.0323573252277,384.7604966734951,384.94497354431365,79738
2021-03-15 18:00:00,384.886717690371,385.0420666342181,384.886717690371,384.9255549263327,65013
2021-03-15 18:30:00,384.9255549263327,384.9255549263327,384.498345330753,384.5468918757053,123175
2021-03-15 19:00:00,384.5566011846957,384.6828222015715,384.4012522408486,384.47892671277214,62056
2021-03-15 19:30:00,384.4206708588295,384.63427565661925,384.3721243138772,384.5274732577244,22813
2021-03-15 20:00:00,384.56631049368616,384.63427565661925,384.39154293185805,384.410961549839,23273
2021-03-16 04:30:00,385.1877062690753,385.1877062690753,384.4400894768107,385.02264801623767,4486
2021-03-16 05:00:00,385.1003224881613,385.11974110614216,384.7022408195529,384.7022408195529,13121
2021-03-16 05:30:00,384.79933390945735,384.9546828533046,384.79933390945735,384.9061363083523,1205
2021-03-16 06:00:00,384.9158456173428,384.9255549263332,384.6925315105624,384.8381711454192,6225
2021-03-16 06:30:00,384.8867176903714,384.9741014712855,384.8672990723905,384.9449735443141,6532
2021-03-16 07:00:00,384.9741014712855,385.1100317971517,384.9158456173428,385.0809038701804,9832
